"day_number","day_length","difference"
68,15.0686111111111,0.0158333333333349
69,15.0519444444444,0.0166666666666657
70,15.0344444444444,0.0175000000000001
71,15.0161111111111,0.0183333333333326
72,14.9966666666667,0.0194444444444457
73,14.9763888888889,0.0202777777777765
74,14.955,0.0213888888888896
75,14.9333333333333,0.0216666666666665
76,14.9102777777778,0.0230555555555565
77,14.8866666666667,0.0236111111111104
78,14.8622222222222,0.0244444444444447
79,14.8369444444444,0.0252777777777773
80,14.8108333333333,0.0261111111111116
81,14.7838888888889,0.0269444444444442
82,14.7563888888889,0.0274999999999999
83,14.7280555555556,0.0283333333333342
84,14.6991666666667,0.0288888888888881
85,14.6694444444444,0.0297222222222224
86,14.6391666666667,0.0302777777777781
87,14.6080555555556,0.0311111111111106
88,14.5766666666667,0.0313888888888894
89,14.5441666666667,0.0324999999999989
90,14.5113888888889,0.0327777777777793
91,14.4777777777778,0.0336111111111101
92,14.4438888888889,0.0338888888888889
93,14.4091666666667,0.0347222222222232
94,14.3741666666667,0.0349999999999984
95,14.3388888888889,0.0352777777777789
96,14.3025,0.0363888888888884
97,14.2661111111111,0.0363888888888884
98,14.2291666666667,0.0369444444444458
99,14.1916666666667,0.0374999999999996
100,14.1538888888889,0.0377777777777784
101,14.1152777777778,0.0386111111111109
102,14.0769444444444,0.0383333333333322
103,14.0377777777778,0.0391666666666666
104,13.9980555555556,0.0397222222222222
105,13.9583333333333,0.0397222222222222
106,13.9183333333333,0.0400000000000009
107,13.8777777777778,0.0405555555555548
108,13.8369444444444,0.0408333333333335
109,13.7961111111111,0.0408333333333335
110,13.7544444444444,0.0416666666666661
111,13.7127777777778,0.0416666666666679
112,13.6708333333333,0.0419444444444448
113,13.6286111111111,0.0422222222222217
114,13.5861111111111,0.0425000000000004
115,13.5433333333333,0.0427777777777774
116,13.5005555555556,0.0427777777777774
117,13.4575,0.0430555555555561
118,13.4141666666667,0.043333333333333
119,13.3705555555556,0.0436111111111117
120,13.3266666666667,0.0438888888888886
121,13.2830555555556,0.0436111111111099
122,13.2388888888889,0.0441666666666674
123,13.1944444444444,0.0444444444444443
124,13.15,0.0444444444444443
125,13.1055555555556,0.0444444444444443
126,13.0611111111111,0.0444444444444443
127,13.0161111111111,0.0449999999999999
128,12.9711111111111,0.0449999999999999
129,12.9261111111111,0.0449999999999999
130,12.8811111111111,0.0450000000000017
131,12.8355555555556,0.0455555555555556
132,12.7905555555556,0.0449999999999999
133,12.7447222222222,0.0458333333333325
134,12.6994444444444,0.0452777777777786
135,12.6538888888889,0.0455555555555556
136,12.6080555555556,0.0458333333333325
137,12.5625,0.0455555555555556
138,12.5163888888889,0.0461111111111112
139,12.4705555555556,0.0458333333333325
140,12.4247222222222,0.0458333333333343
141,12.3788888888889,0.0458333333333325
142,12.3327777777778,0.0461111111111112
143,12.2866666666667,0.0461111111111112
144,12.2408333333333,0.0458333333333343
145,12.1947222222222,0.0461111111111112
146,12.1486111111111,0.0461111111111112
147,12.1022222222222,0.0463888888888881
148,12.0561111111111,0.0461111111111112
149,12.01,0.0461111111111112
150,11.9638888888889,0.0461111111111112
151,11.9177777777778,0.0461111111111112
152,11.8716666666667,0.0461111111111112
153,11.8255555555556,0.0461111111111112
